pmid,title,firstAuthor,authors,affiliations,link
39875617,[Papilledema e vacuo].,Schug Titus,Schug Titus; Dávidová Petra; Kohnen Thomas,"Augenklinik, Universitätsklinikum Frankfurt am Main, Universität Frankfurt, Theodor-Stern-Kai 7, 60596, Frankfurt am Main, Deutschland. | Augenklinik, Universitätsklinikum Frankfurt am Main, Universität Frankfurt, Theodor-Stern-Kai 7, 60596, Frankfurt am Main, Deutschland. thomas.kohnen@unimedizin-ffm.de.",https://pubmed.ncbi.nlm.nih.gov/39875617/
39875574,"[Cranberry juice, cranberry tablets, or increased fluid intake for urinary tract infections: a systematic literature search and network meta-analysis].",Stangl Fabian P,Stangl Fabian P,"Universitätsklinik für Urologie, Inselspital Bern, Freiburgstraße 41c, 3010, Bern, Schweiz. uroevidence@dgu.de. | Medizinische Fakultät, Klinik für Urologie, Universitätsklinikum Freiburg, Hugstetter Straße 55, 79106, Freiburg im Breisgau, Deutschland. uroevidence@dgu.de. | UroEvidence@Deutsche Gesellschaft für Urologie, Martin-Buber-Straße 10, 14163, Berlin, Deutschland. uroevidence@dgu.de.",https://pubmed.ncbi.nlm.nih.gov/39875574/
39875546,[Indications and limitations of conservative and invasive treatment of the inflammatory shoulder joint and the shoulder girdle].,Hassel Kathryn,Hassel Kathryn,"Abteilung Orthopädische Rheumatologie, Vitos Orthopädische Klinik Kassel, Wilhelmshöher Allee 345, 34131, Kassel, Deutschland. kathryn.hassel@vitos-okk.de.",https://pubmed.ncbi.nlm.nih.gov/39875546/
39875123,[Legal requirements for information and their influence on patient satisfaction].,Briegel Wolfgang,Briegel Wolfgang; Lopez de Miguel Pilar,"Klinik für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie, Leopoldina-Krankenhaus der Stadt Schweinfurt GmbH, Schweinfurt, Germany. | Klinik für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie, Universität Würzburg, Würzburg, Germany. | Abteilung für Psychologie, Universität Bielefeld, Bielefeld, Germany. | Abteilung für Innere Medizin, St. Josefs Krankenhaus Schweinfurt, Schweinfurt, Germany.",https://pubmed.ncbi.nlm.nih.gov/39875123/
39875122,[Gender-/Sex-Specific Differences in Clinical Trials in Uro-Oncology].,Roesch Marie Christine,Roesch Marie Christine; Lütje Lea Sophie; Gilbert Nils; Merseburger Axel Stuart; Osmonov Daniar,"Department of Urology, University Hospital Schleswig-Holstein Campus Lübeck, Lübeck, Germany.",https://pubmed.ncbi.nlm.nih.gov/39875122/
39875121,[Bimodal and multimodal endoscopy of the urinary bladder in diagnosis and treatment].,Nientiedt Malin,Nientiedt Malin; Waldbillig Frank,"Zentrum für Kinder-, Jugend- und rekonstruktive Urologie, Universitätsklinikum Mannheim, Mannheim, Germany. | Klinik für Urologie & Urochirurgie, Universitätsklinikum Mannheim, Mannheim, Germany.",https://pubmed.ncbi.nlm.nih.gov/39875121/
39874559,"The Use of Acellular Dermal Matrix May Not Increase 30-Day Complications in Direct-to-Implant Breast Reconstruction: A Multi-institutional Analysis of 10,177 Cases.",Knoedler Samuel,Knoedler Samuel; Klimitz Felix J; Friedrich Sarah; Schemet Lena; Broer P Niclas; Cherubino Mario; Könneker Sören; Kim Bong-Sung; Pomahac Bohdan; Kauke-Navarro Martin,"From the Division of Plastic Surgery, Department of Surgery, Yale School of Medicine, New Haven, CT. | Department of Mathematical Statistics and Artificial Intelligence in Medicine, University of Augsburg, Augsburg, Germany. | Department of Plastic, Reconstructive, Hand and Burn Surgery, Bogenhausen Academic Teaching Hospital Munich, Munich, Germany. | Department of Plastic, Reconstructive, and Aesthetic Surgery, Cleveland Clinic Abu Dhabi, Abu Dhabi, United Arab Emirates. | Department of Plastic Surgery and Hand Surgery, University Hospital Zurich, Zurich, Switzerland.",https://pubmed.ncbi.nlm.nih.gov/39874559/
39873801,[Pathology of the spleen : Differential diagnosis of splenomegaly].,Marx Alexander,Marx Alexander; Ströbel Philipp,"Institut für Pathologie, Universitätsmedizin Göttingen, Universität Göttingen, Robert-Koch-Str. 40, 37075, Göttingen, Deutschland. alexander.marx1@gmx.de. | Institut für Pathologie, Universitätsmedizin Göttingen, Universität Göttingen, Robert-Koch-Str. 40, 37075, Göttingen, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39873801/
39873738,[HEW score-a tool for the homogenisation of donor registrations to the DSO : Multicentre retrospective analysis of three university hospitals].,Lehmann Felix,Lehmann Felix; Ehrentraut Stefan F; Görtzen-Patin Jan; Söhle Martin; Langer Juliane; Banat Mohammed; Schrader Daniel; Kraus Holger; Weller Johannes,"Klinik für Anästhesiologie und Operative Intensivmedizin, Universitätsklinikum Bonn, Venusberg-Campus 1, 53127, Bonn, Deutschland. felix.lehmann@ukbonn.de. | Klinik für Anästhesiologie und Operative Intensivmedizin, Universitätsklinikum Bonn, Venusberg-Campus 1, 53127, Bonn, Deutschland. | Klinik für Innere Medizin I, Universitätsklinikum Bonn, Bonn, Deutschland. | Transplantationsbeauftragte, Stabsstelle Ärztliche Direktion, Universitätsklinikum Bonn, Bonn, Deutschland. | Klinik für Neurochirurgie, Universitätsklinikum Bonn, Bonn, Deutschland. | Stabsstelle Organspendekoordination, Universitätsklinik Düsseldorf, Düsseldorf, Deutschland. | Transplantationsbeauftragter, Universitätsmedizin Essen, Essen, Deutschland. | Klinik für vaskuläre Neurologie und Klinik für Neuroonkologie, Zentrum für Neurologie, Universitätsklinikum Bonn, Bonn, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39873738/
39873728,Mitteilungen des Berufsverbandes der Deutschen Radiologie.,"","","",https://pubmed.ncbi.nlm.nih.gov/39873728/
39873727,[Stroke update].,Reith Wolfgang,Reith Wolfgang,"Klinik für Diagnostische und Interventionelle Neuroradiologie, Universitätsklinikum des Saarlandes, Kirrberger Straße, 66424, Homburg-Saar, Deutschland. Wolfgang.Reith@uniklinikum-saarland.de.",https://pubmed.ncbi.nlm.nih.gov/39873727/
39873707,[WHO classification of melanocytic tumours].,Gassenmaier Maximilian,Gassenmaier Maximilian,"MVZ Dermatohistopathologie Heidelberg, Mönchhofstr. 52, 69120, Heidelberg, Deutschland. mgassenmaier@dermhist.de.",https://pubmed.ncbi.nlm.nih.gov/39873707/
39873706,Leitlinie zur mathematischen Abschätzung der Migration von Einzelstoffen aus organischen Materialien in das Trinkwasser (Modellierungsleitlinie) : Stand: 3. Dezember 2024.,"","","",https://pubmed.ncbi.nlm.nih.gov/39873706/
39873705,"[Health data: over-, under-, and misuse?].",Kuhn Joseph,Kuhn Joseph,"Pettenkofer School of Public Health München, c/o Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit, Veterinärstr. 2, 85764, Oberschleißheim, Deutschland. josephkuhn@web.de.",https://pubmed.ncbi.nlm.nih.gov/39873705/
39873701,[Injuries of the cervical spine : Challenges in diagnostics and treatment].,Viezens Lennart,Viezens Lennart,"Klinik für Unfallchirurgie und Orthopädie, Universitätsklinikum Hamburg Eppendorf, Martinistr. 52, 20246, Hamburg, Deutschland. l.viezens@uke.de.",https://pubmed.ncbi.nlm.nih.gov/39873701/
39871052,Mitteilungen der ÖGGG.,"","","",https://pubmed.ncbi.nlm.nih.gov/39871052/
39871028,[2024 ESC guidelines: What is new? What is of particular importance?].,Dörr Rolf,Dörr Rolf; Maisch Bernhard,", Terrassenstraße 1, 01445, Radebeul, Deutschland. dr.rolf.doerr@gmail.com. | Philipps-Universität Marburg und Herz- und Gefäßzentrum Marburg (HGZ), Marburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39871028/
39870948,[Diagnosis of pediatric melanocytic tumors].,Forchhammer Stephan,Forchhammer Stephan; Aebischer Valentin,"Universitäts-Hautklinik Tübingen, Liebermeisterstr. 25, 72076, Tübingen, Deutschland. stephan.forchhammer@med.uni-tuebingen.de. | Universitäts-Hautklinik Tübingen, Liebermeisterstr. 25, 72076, Tübingen, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39870948/
39870947,[Digitalization in otorhinolaryngology: data as the key to improved healthcare].,Schönermark Matthias P,Schönermark Matthias P; Hofauer Benedikt,"SKC Beratungsgesellschaft mbH, Pelikanplatz21, 30177, Hannover, Deutschland. schoenermark@skc-beratung.de. | Universitätsklinik für Hals‑, Nasen- und Ohrenheilkunde, Medizinische Universität Innsbruck, Anichstraße 35, 6020, Innsbruck, Österreich. benedikt.hofauer@tirol-kliniken.at.",https://pubmed.ncbi.nlm.nih.gov/39870947/
39870907,[The intestinal microbiota in inflammatory bowel diseases].,Misselwitz Benjamin,Misselwitz Benjamin; Haller Dirk,"Medizinische Klinik und Poliklinik II, Ludwig-Maximilians-Universität München, Marchioninistraße 15, 83477, München, Deutschland. benjamin.misselwitz@med.uni-muenchen.de. | Lehrstuhl für Ernährung und Immunologie, School of Life Sciences, Technische Universität München, Gregor-Mendel-Straße 2, 85354, Freising, Deutschland. dirk.haller@tum.de.",https://pubmed.ncbi.nlm.nih.gov/39870907/
39870887,[Erratum to: Novel systemic treatment options for advanced bladder cancer].,Aydogdu C,Aydogdu C; Brinkmann I; Casuscelli J,"Urologische Klinik und Poliklinik, Klinikum der Universität München, Ludwig-Maximilians-Universität München, München, Deutschland. | Urologische Klinik und Poliklinik, Klinikum der Universität München, Ludwig-Maximilians-Universität München, München, Deutschland. jozefina.casuscelli@med.uni-muenchen.de. | Uro-Onkologische Tagesklinik, Urologische Klinik und Poliklinik, LMU-Klinikum, Campus Großhadern, Marchioninistr. 15, 81377, München, Deutschland. jozefina.casuscelli@med.uni-muenchen.de.",https://pubmed.ncbi.nlm.nih.gov/39870887/
39870878,[Molecularly defined renal cell carcinomas].,Stöhr C,Stöhr C; Fiegl A; Bercebal C; Agaimy A; Hartmann A,"Institut für Pathologie, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), Krankenhausstraße 8-10, 91054, Erlangen, Deutschland. | Comprehensive Cancer Center EMN, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), Erlangen, Deutschland. | Bayerisches Zentrum für Krebsforschung (BZKF), Erlangen, Deutschland. | Institut für Pathologie, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), Krankenhausstraße 8-10, 91054, Erlangen, Deutschland. Arndt.hartmann@uk-erlangen.de. | Comprehensive Cancer Center EMN, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), Erlangen, Deutschland. Arndt.hartmann@uk-erlangen.de. | Bayerisches Zentrum für Krebsforschung (BZKF), Erlangen, Deutschland. Arndt.hartmann@uk-erlangen.de.",https://pubmed.ncbi.nlm.nih.gov/39870878/
39870842,[Treatment with TOPS for short femoral stump].,Saß Marko,Saß Marko; Aschoff Horst Heinrich; Mittlmeier Thomas,"Klinik für Unfall‑, Hand und Wiederherstellungschirurgie, Universitätsmedizin Rostock, Schillingallee 35, 18057, Rostock, Deutschland. marko.sass@med.uni-rostock.de. | Klinik für Unfall‑, Hand und Wiederherstellungschirurgie, Universitätsmedizin Rostock, Schillingallee 35, 18057, Rostock, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39870842/
39870836,"[Intraocular pressure rise, hyphema and uveitis in chronic lymphocytic leukemia undergoing ibrutinib treatment].",Assaf Abdelrahman,Assaf Abdelrahman; Aghayeva Fidan; Lanzl Ines M,"II. Med. Klinik, Klinikum rechts der Isar der TU München, München, Deutschland. abdalrhmanassaf@gmail.com. | Chiemsee Augentagesklinik, Prien am Chiemsee, Deutschland. | Klinik und Poliklinik für Augenheilkunde, Klinikum rechts der Isar der TU München, München, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39870836/
39870835,"[Optical coherence tomography biomarkers for neovascular age-related macular degeneration : Relevance for the diagnosis, treatment and prognosis].",Bindewald-Wittich Almut,Bindewald-Wittich Almut; Alkabouni Mohammad Wesam; Wolf Armin,"Klinik für Augenheilkunde, Universitätsklinikum Ulm, Prittwitzstr. 43, 89075, Ulm, Deutschland. almut.bindewald-wittich@uniklinik-ulm.de. | Klinik für Augenheilkunde, Universitätsklinikum Ulm, Prittwitzstr. 43, 89075, Ulm, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39870835/
39870171,[Correction: Differential diagnosis of age-related macular degeneration].,Charbel Issa Peter,Charbel Issa Peter; De Silva Samantha R; Pfau Kristina; Birtel Johannes,"Augenklinik, Klinikum rechts der Isar, Technische Universität München, Deutschland. | Oxford Eye Hospital, Oxford University Hospitals NHS Foundation Trust, Oxford, United Kingdom. | Augenklinik, Universitätsspital Basel, Schweiz. | Klinik für Augenheilkunde, Universitätsklinikum Hamburg-Eppendorf, Hamburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39870171/
39870088,[Measuring the cochlea before implantation - Regular determination of the cochlear duct length and specific measurement of the first turn].,Brill Ioana T,Brill Ioana T; Dazert Stefan,"",https://pubmed.ncbi.nlm.nih.gov/39870088/
39870083,How Effective is Low-dose Radiotherapy (LD-RT) for Heberden's Osteoarthritis? An Analysis of the Current Literature.,Schreiner Ute,Schreiner Ute; Huberti Helmut,"Geschäftsstelle Mannheim, Deutsche Arthrose-Hilfe e.V., Mannheim, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39870083/
39869228,[Multimorbid patients in endocrine surgery].,Lorenz Kerstin,Lorenz Kerstin; Braun Ariane; Eisenmann Stephan; Elwerr Malik; Schneider Rick,"Klinik für Viszerale, Gefäß- und Endokrine Chirurgie, Universitätsmedizin Halle, Ernst-Grube-Str. 40, 06120, Halle/Saale, Deutschland. kerstin.lorenz@uk-halle.de. | Universitätsklinik für Anästhesiologie und Operative Intensivmedizin, Universitätsmedizin Halle, Halle/Saale, Deutschland. | Abteilung Pneumologie, Klinik für Innere Medizin I, Universitätsmedizin Halle, Halle/Saale, Deutschland. | Klinik für Viszerale, Gefäß- und Endokrine Chirurgie, Universitätsmedizin Halle, Ernst-Grube-Str. 40, 06120, Halle/Saale, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39869228/
39869224,[Indications for surgical treatment of traumatic fractures of the thoracic spine and lumbar spine].,Pieroh Philipp,Pieroh Philipp; Heyde Christoph-E,"Klinik für Orthopädie, Unfallchirurgie und Plastische Chirurgie, Universitätsklinikum Leipzig AöR, Liebigstraße 20, 04103, Leipzig, Deutschland. Philipp.Pieroh@medizin.uni-leipzig.de. | Klinik für Orthopädie, Unfallchirurgie und Plastische Chirurgie, Universitätsklinikum Leipzig AöR, Liebigstraße 20, 04103, Leipzig, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39869224/
39869212,[Surgery in ophthalmology during pregnancy].,Gekeler Katrin,Gekeler Katrin; Brücher Viktoria C; Liekfeld Anja; Niethard Maya,"Augenklinik, Klinikum der Landeshauptstadt Stuttgart gKAöR, Kriegsbergstr. 60, 70174, Stuttgart, Deutschland. k.gekeler@klinikum-stuttgart.de. | Klinik für Augenheilkunde, Universitätsklinik Münster, Münster, Deutschland. | Klinik für Augenheilkunde, Ernst von Bergmann GmbH, Potsdam, Deutschland. | Klinik und Poliklinik für Unfallchirurgie, Universitätsklinikum Regensburg, Regensburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39869212/
39869198,[Nationwide evaluation of medical training in psychiatry and psychotherapy in Germany].,Schubotz Nina,Schubotz Nina; Kronsbein Julia-Maleen; Zapp Angela; Reichel Rebecca,"Alexianer St. Joseph-Krankenhaus Berlin, Gartenstraße 1, 13088, Berlin, Deutschland. nina@schubotz.org. | Praxis für Psychiatrie und Psychotherapie Usedom, Klenzestraße 14, 17424, Heringsdorf, Deutschland. | Zentralinstitut für Seelische Gesundheit (ZI), J5, 68159, Mannheim, Deutschland. | Universitätsklinik für Psychiatrie und Psychotherapie Tübingen, Calwerstraße 14, 72076, Tübingen, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39869198/
39869193,Erratum zu: Berufliche und Angehörigenpflege leisten – Scoping-Review zu Erfahrungen doppelt herausgeforderter Pflegender.,Ruppert Nicole,Ruppert Nicole; Roes Martina,"Fakultät für Gesundheit, Department für Pflegewissenschaft, Universität Witten-Herdecke, Witten, Deutschland. nicole.ruppert@uni-wh.de. | Fakultät für Gesundheit, Department für Pflegewissenschaft, Universität Witten-Herdecke, Witten, Deutschland. | Arbeitsgruppe Implementierungswissenschaft & Personzentrierte Demenzversorgung, Deutsches Zentrum für Neurogenerative Erkrankungen e. V. (DZNE), Witten, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39869193/
39869180,Mitteilungen der DGPPN 01/2025.,"","","",https://pubmed.ncbi.nlm.nih.gov/39869180/
39869179,[Introduction to the topic: psychosocial therapy for people with severe mental disorders-What is new from the guideline process?].,Riedel-Heller Steffi,Riedel-Heller Steffi; Weinmann Stefan; Becker Thomas; Gühne Uta,"Institut für Sozialmedizin, Arbeitsmedizin und Public Health (ISAP), Medizinische Fakultät, Universität Leipzig, Philipp-Rosenthal-Straße 55, 04103, Leipzig, Deutschland. Steffi.Riedel-Heller@medizin.uni-leipzig.de. | Universitäre Psychiatrische Kliniken, Universität Basel, Basel, Schweiz. | Klinik für Psychiatrie und Psychotherapie, Universitätsklinikum Leipzig, Leipzig, Deutschland. | Institut für Sozialmedizin, Arbeitsmedizin und Public Health (ISAP), Medizinische Fakultät, Universität Leipzig, Philipp-Rosenthal-Straße 55, 04103, Leipzig, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39869179/
39869178,[Long-term course of mental diseases-Challenges and chances].,Kircher Tilo,Kircher Tilo; Bauer Michael,"Universitätsklinik für Psychiatrie und Psychotherapie, Philipps-Universität Marburg - UKGM, Rudolf-Bultmann-Straße 8, 35039, Marburg, Deutschland. kircher2@staff.uni-marburg.de. | Klinik und Poliklinik für Psychiatrie und Psychotherapie, Universitätsklinikum Carl Gustav Carus, Medizinische Fakultät, Technische Universität Dresden, Fetscherstr. 74, 01307, Dresden, Deutschland. michael.bauer@ukdd.de.",https://pubmed.ncbi.nlm.nih.gov/39869178/
39869177,"[Starting shot for the ""new"" Der Nervenarzt: interdisciplinary psychiatry].",Schneider Frank,Schneider Frank; Arolt Volker; Bauer Michael; Domschke Katharina; Philipsen Alexandra; Voderholzer Ulrich,"Heinrich-Heine-Universität Düsseldorf, Moorenstr. 5, 40225, Düsseldorf, Deutschland. frank.schneider@hhu.de. | Institut für Translationale Psychiatrie, Medizinische Fakultät, Universität Münster, Münster, Deutschland. | Klinik und Poliklinik für Psychiatrie und Psychotherapie, LMU Klinikum, München, Deutschland. | Klinik und Poliklinik für Psychiatrie und Psychotherapie, Universitätsklinikum Carl Gustav Carus, Medizinische Fakultät, Technische Universität Dresden, Dresden, Deutschland. | Klinik für Psychiatrie und Psychotherapie, Universitätsklinikum Freiburg, Medizinische Fakultät, Albert-Ludwigs-Universität Freiburg, Freiburg, Deutschland. | Klinik und Poliklinik für Psychiatrie und Psychotherapie, Universitätsklinikum Bonn, Bonn, Deutschland. | Schön Klinik Roseneck, Prien am Chiemsee, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39869177/
39864434,[N-Acetylcysteine (NAC) for Retinitis pigmentosa].,Pfau Kristina,Pfau Kristina; Callizo Josep; Rossouw Petra; Gabrani Chrysoula; Holz Frank; Charbel Issa Peter; Kellner Ulrich; Strauss Rupert; Kühlewein Laura; Stingl Katarina; Feltgen Nicolas; Pfau Maximilian,"Augenklinik, Universitätsspital Basel, Schweiz. | Augenklinik, Universitätsklinikum Bonn, Deutschland. | Klinik und Poliklinik für Augenheilkunde, Technische Universität München, Universitätsklinikum, Deutschland. | RetinaScience, AugenZentrum Siegburg, Deutschland. | Universitätsaugenklinik, Medizinische Universität Graz, Österreich. | Universitäts-Augenklinik, Department für Augenheilkunde, Universität Tübingen, Tübingen, Deutschland. | Roche Pharmaceutical Research and Early Development, Roche Innovation Center Basel, Schweiz.",https://pubmed.ncbi.nlm.nih.gov/39864434/
39855263,[Prenatal diagnosis of trisomy 21: Influence of pediatric counseling of pregnant women and contact with families who have an affected child].,Kondakov Sandra,Kondakov Sandra; Faschingbauer Florian; Beckmann Matthias W; Schneider Holm,"Neonatologie, Universitätsklinikum Erlangen, Kinder- und Jugendklinik, Erlangen, Germany. | Frauenklinik, Universitätsklinikum Erlangen, Erlangen, Germany.",https://pubmed.ncbi.nlm.nih.gov/39855263/
39855257,[The burnout dimension emotional exhaustion and impairment of work participation: A prospective study of 2308 employees subject to social security contributions in Germany].,Rose Uwe,Rose Uwe; Buchallik Friederike; Burr Hermann; Kersten Norbert,"FB3 Arbeit und Gesundheit, Bundesanstalt für Arbeitsschutz und Arbeitsmedizin Standort Berlin, Berlin, Germany.",https://pubmed.ncbi.nlm.nih.gov/39855257/
39855254,"[Ergonomic Load on the Surgical Team during Open, Laparoscopic and Robot-assisted Surgical Procedures].",Koch Oliver Owen,Koch Oliver Owen; Leberbauer Karoline; Hitzl Wolfgang; Wallner Eva; Emmanuel Klaus,"Universitätsklinik für Chirurgie, Paracelsus Medizinische Privatuniversität, Salzburg, Österreich. | Qualitäts-, Risiko- und Ethikmanagement, Landeskliniken Salzburg, Salzburg, Österreich. | Biomedical Data Science, Paracelsus Medical University, Salzburg, Österreich.",https://pubmed.ncbi.nlm.nih.gov/39855254/
39855224,Frühere Termine für Selbstzahler – eine wettbewerbsrechtliche Auseinandersetzung.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855224/
39855223,Management-Workshop „Radiologie & Recht“ – Aktuelle rechtliche und steuerliche Fragen der stationären und ambulanten Leistungserbringung in der Radiologie.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855223/
39855222,„Bundestagswahl 2025 – Wird jetzt alles besser (gut)?“.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855222/
39855221,Basis-Seminar: Führungs­kompetenzen Radiologie.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855221/
39855220,Erste DeGIR-Live-Webinare Stufe 2 (Module A–D).,"","","",https://pubmed.ncbi.nlm.nih.gov/39855220/
39855219,RÖNTGEN AKADEMIE.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855219/
39855218,"Mut wirkt – souverän auftreten, smart kontern!","","","",https://pubmed.ncbi.nlm.nih.gov/39855218/
39855217,GPR-Preise 2025.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855217/
39855216,Premiere: Ultraschall-Workshop in der Lungen- und Thorax- Sonographie bei Kindern und Jugendlichen.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855216/
39855215,Zweitmeinung vor planbaren Aortenaneurysma-OPs.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855215/
39855214,„Nur zusammen können wir etwas erreichen“.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855214/
39855213,RÖKO WIESBADEN 2025 ganz praktisch: Diese Workshops erwarten Sie.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855213/
39855212,RÖKO DIGITAL 2025 – am 5. März geht’s los!,"","","",https://pubmed.ncbi.nlm.nih.gov/39855212/
39855211,RÖKO 2025 – Der Trailer.,"","","",https://pubmed.ncbi.nlm.nih.gov/39855211/
39855210,Das Forum Junge Radiologie in der Deutschen Röntgengesellschaft.,Balks Maren Friederike,Balks Maren Friederike; Bayerl Nadine; Berger Josephine; Erley Jennifer; Gotta Jennifer; Heimer Maurice M; Hoffmann Emily; Jarre Andrea; Kratzer Vivien L; Künnemann Marc-David; Langenbach Isabel; Mankertz Fiona; Molwitz Isabel; Rischen Robert; Schmidt Christina; See Eva; Ristow Inka; Spogis Jakob; Wichtmann Barbara Daria,"",https://pubmed.ncbi.nlm.nih.gov/39855210/
39855209,Kommentar zu „LUNGE THORAX – Steigende Inzidenz von im CT detektierten Lungenrundherden“.,Ley-Zaporozhan Julia,Ley-Zaporozhan Julia; Ley Sebastian,"",https://pubmed.ncbi.nlm.nih.gov/39855209/
39855208,Kommentar zu „HERZ GEFÄßE – Dunkle Papillarmuskeln bei Patienten mit ventrikulären Arrhythmien“.,Meinel Felix G,Meinel Felix G; Ortak Jasmin,"",https://pubmed.ncbi.nlm.nih.gov/39855208/
39855207,Kommentar zu „ABDOMEN BECKEN – CECT nützlich für das Staging von Kolonkarzinomen“.,Schreyer Andreas G,Schreyer Andreas G,"",https://pubmed.ncbi.nlm.nih.gov/39855207/
39853407,Mitteilungen der DGIIN.,"","","",https://pubmed.ncbi.nlm.nih.gov/39853407/
39853406,[Sustainability in intensive care and emergency medicine].,Hermes Carsten,Hermes Carsten; Kochanek Matthias,"Akkon Hochschule für Humanwissenschaften, Berlin, Deutschland. carsten.hermes@haw-hamburg.de. | Hochschule für Angewandte Wissenschaften Hamburg (HAW Hamburg), Alexanderstr. 1, 20099, Hamburg, Deutschland. carsten.hermes@haw-hamburg.de. | Deutsche Gesellschaft für Internistische Intensiv- und Notfallmedizin e. V., Berlin, Deutschland. carsten.hermes@haw-hamburg.de. | Deutsche Gesellschaft für Internistische Intensiv- und Notfallmedizin e. V., Berlin, Deutschland. | Klinik I für Innere Medizin, Internistische Intensivmedizin, Medizinische Fakultät und Universitätsklinikum Köln, Köln, Deutschland. | Centrum für Integrierte Onkologie - CIO Aachen Bonn Köln Düsseldorf, Köln, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39853406/
39853395,[Differential diagnoses of central serous chorioretinopathy : Is that really a central serous chorioretinopathy?].,Lange C,Lange C; Aschauer J; Hufnagel H; Pauleikhoff L,"Department of Ophthalmology, St. Franziskus Hospital, Münster, Deutschland. clemens.lange@augen-franziskus.de. | Eye Center, Freiburg Medical Center, University of Freiburg, 79106, Freiburg, Deutschland. clemens.lange@augen-franziskus.de. | Augenzentrum am St. Franziskus Hospital, Münster, Deutschland. clemens.lange@augen-franziskus.de. | Department of Ophthalmology, St. Franziskus Hospital, Münster, Deutschland. | Department of Ophthalmology and Optometry, Medical University of Vienna, Vienna, Österreich. | Department of Ophthalmology, University Medical Center Hamburg-Eppendorf, Hamburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39853395/
39853385,[T-cell large granular lymphocytic leukemia and Felty's syndrome in rheumatoid arthritis].,Gernert Michael,Gernert Michael; Schwaneck Eva Christina; Schmalzing Marc,"Medizinische Klinik 2, Schwerpunkt Rheumatologie/Klinische Immunologie, Universitätsklinikum Würzburg, Oberdürrbacher Str. 6, 97080, Würzburg, Deutschland. gernert_m1@ukw.de. | Medizinisches Versorgungszentrum Rheumatologie und Autoimmunmedizin Hamburg GmbH, Mönckebergstr. 27, 20095, Hamburg, Deutschland. | Medizinische Klinik 2, Schwerpunkt Rheumatologie/Klinische Immunologie, Universitätsklinikum Würzburg, Oberdürrbacher Str. 6, 97080, Würzburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/39853385/
